term	section	course	instructor	whenWhere
Summer 2004	9229	CIS-051A	Zywicki	FSSUSSU 7:00-9:50pm SRV-212 6/04-6/06
Fall 2003	9230	CIS-052C	Zywicki	W 6:30-9:50pm SRV-204 11/12-12/10
Summer 2003	9232	CIS-051B	Zywicki	FSSUSSU 7:00-9:50pm SRV-201 6/27-6/29
Summer 2002	9240	CIS-052A	Zywicki	T 6:00-8:50pm SRV-204 6/11-7/16
Fall 2009	9240	CIS-052B	Zywicki	T 7:00-9:50pm SRC-E160 10/13-11/17
Fall 2008	9240	CIS-052B	Zywicki	T 6:30-9:50pm SRC-E160 10/21-11/18
Fall 2008	9243	CIS-052A	Zywicki	T 6:30-9:50pm SRC-E160 9/16-10/14
Fall 2009	9243	CIS-052A	Zywicki	T 7:00-9:50pm SRC-E160 9/01-10/06
Fall 2005	9285	CIS-052A	Zywicki	FSSUSSU 7:00-9:50pm SRV-203 10/07-10/09
Fall 2004	9285	CIS-052A	Zywicki	FSSUSSU 7:00-9:50pm SRV-212 10/08-10/10
Fall 2006	9285	CIS-052A	Zywicki	FSSUSSU 7:00-9:50pm SRV-212 9/15-9/17
Summer 2001	9340	CIS-042C	Zywicki	M 7:00-9:50pm SRV-204 6/4-7/9
Summer 2001	9534	CIS-042U	Zywicki	T 7:00-9:50pm SRV-204 6/5-7/10
Spring 2002	9564	CIS-051A	Zywicki	M 6:30-9:50pm SRV-204 1/14-2/11
Spring 2002	9569	CIS-051B	Zywicki	M 6:30-9:45pm SRV-204 3/04-4/08
Spring 2005	9592	CIS-052B	Zywicki	FSSUSSU 7:00-9:50pm SRV-212 3/10-3/12
Spring 2002	9595	CIS-052C	Zywicki	FSSUS 7:00-9:50pm SRV-212 5/10-5/12
Spring 2002	9606	CIS-053A	Zywicki	FSSUS 7:00-9:50pm SRV-212 4/12-4/14
Spring 2002	9751	CIS-050B	Zywicki	FSSUS 7:00-9:50pm SRV-201 3/08-3/10
